School_Name,School_Type,Longitude,Latitude,Address_Town,Address_Postcode,Region_Name,LGA_Name,LGA_ID
Marist-Sion College,Secondary,145.91527,-38.15903,WARRAGUL,3820,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
St Theresa's School,Primary,144.8202,-37.78219,ALBION,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Bernadette's School,Primary,145.03412,-37.76306,IVANHOE WEST,3079,NORTH-WESTERN VICTORIA,Banyule (C),66
St Colman's School,Primary,142.80202,-38.07994,MORTLAKE,3272,SOUTH-WESTERN VICTORIA,Moyne (S),549
St Agnes' School,Primary,145.03183,-37.9461,HIGHETT,3190,SOUTH-EASTERN VICTORIA,Bayside (C),91
Our Lady of the Assumption School,Primary,145.05971,-37.9655,CHELTENHAM,3192,SOUTH-EASTERN VICTORIA,Kingston (C),343
Sacred Heart School,Primary,145.27279,-37.79749,CROYDON,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
St Malachy's School,Primary,141.30005,-37.03403,EDENHOPE,3318,SOUTH-WESTERN VICTORIA,West Wimmera (S),689
St Mary's School,Primary,145.71338,-37.19127,ALEXANDRA,3714,NORTH-EASTERN VICTORIA,Murrindindi (S),562
Holy Spirit School,Primary,145.01619,-37.76085,THORNBURY EAST,3071,NORTH-WESTERN VICTORIA,Darebin (C),189
Sacred Heart School,Primary,144.80005,-37.73769,ST ALBANS,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Thomas The Apostle School,Primary,145.15743,-37.82325,BLACKBURN,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Mary's School,Primary,145.0112,-36.5878,RUSHWORTH,3612,NORTH-WESTERN VICTORIA,Campaspe (S),137
St Michael's School,Primary,146.78427,-37.98075,HEYFIELD,3858,SOUTH-EASTERN VICTORIA,Wellington (S),681
St Thomas Aquinas School,Primary,144.35882,-38.09017,NORLANE,3214,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
St Pius X School,Primary,145.04629,-37.74692,HEIDELBERG WEST,3081,NORTH-WESTERN VICTORIA,Banyule (C),66
St Margaret Mary's School,Primary,144.87773,-37.82908,SPOTSWOOD,3015,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Monivae College,Secondary,142.04945,-37.74204,HAMILTON,3300,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
St Anthony's School,Primary,145.17243,-37.97171,NOBLE PARK,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Peter's School,Primary,145.12186,-37.92314,CLAYTON,3168,NORTH-EASTERN VICTORIA,Monash (C),497
St Joseph's School,Primary,142.36219,-35.72393,HOPETOUN,3396,SOUTH-WESTERN VICTORIA,Yarriambiack (S),763
St John Bosco's School,Primary,144.88903,-37.74366,NIDDRIE,3042,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Holy Family School,Primary,144.33833,-38.1111,BELL PARK,3215,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Holy Spirit Parish School,Primary,144.32996,-38.13581,MANIFOLD HEIGHTS,3218,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
St Mary's School,Primary,145.09263,-37.70285,GREENSBOROUGH,3088,NORTH-WESTERN VICTORIA,Banyule (C),66
Mother of God School,Primary,144.80081,-37.77941,ARDEER,3022,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Peter Chanel School,Primary,144.76927,-37.76853,DEER PARK,3023,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Christ the King Primary School,Primary,144.86196,-37.78761,BRAYBROOK,3019,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Corpus Christi School,Primary,144.9228,-37.70389,GLENROY,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Killester College,Secondary,145.15202,-37.95907,SPRINGVALE,3171,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Paul's School,Primary,144.80752,-37.78753,SUNSHINE WEST,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Patrick's School,Primary,144.11184,-36.05485,PYRAMID HILL,3575,NORTH-WESTERN VICTORIA,Loddon (S),394
Clonard College,Secondary,144.33048,-38.13008,HERNE HILL,3218,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Stella Maris School,Primary,145.04104,-37.98199,BEAUMARIS,3193,SOUTH-EASTERN VICTORIA,Bayside (C),91
St Therese's School,Primary,144.29824,-36.7669,KENNINGTON,3550,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
St Bernadette's School,Primary,144.83528,-37.77116,SUNSHINE NORTH,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St James' School,Primary,143.84018,-37.60347,SEBASTOPOL,3356,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Sacred Heart School,Primary,142.15224,-34.18733,MILDURA,3500,NORTH-WESTERN VICTORIA,Mildura (RC),478
St Margaret's Primary School,Primary,144.89104,-37.7669,MARIBYRNONG,3032,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Immaculate Heart of Mary School,Primary,146.29159,-38.18474,NEWBOROUGH,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Holy Family School,Primary,145.12963,-37.87426,MOUNT WAVERLEY,3149,NORTH-EASTERN VICTORIA,Monash (C),497
St Gerard's School,Primary,145.20582,-37.97133,DANDENONG NORTH,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Mel's School,Primary,145.41068,-36.39247,SHEPPARTON SOUTH,3630,NORTH-EASTERN VICTORIA,Greater Shepparton (C),283
Our Lady of Perpetual Succour School,Primary,145.11139,-37.83006,SURREY HILLS,3127,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Catherine's School,Primary,145.05217,-37.93822,MOORABBIN,3189,SOUTH-EASTERN VICTORIA,Kingston (C),343
Sacred Heart Girls' College,Secondary,145.08608,-37.90216,HUGHESDALE,3166,NORTH-EASTERN VICTORIA,Monash (C),497
St Vincent de Paul's School,Primary,146.41548,-38.23061,MORWELL EAST,3840,SOUTH-EASTERN VICTORIA,Latrobe (C),381
St Mary's School,Primary,142.85067,-35.50183,SEA LAKE,3533,NORTH-WESTERN VICTORIA,Buloke (S),127
St Joseph's School,Primary,145.61681,-37.79217,YARRA JUNCTION,3797,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
St Stephen's School,Primary,145.0192,-37.71157,RESERVOIR EAST,3073,NORTH-WESTERN VICTORIA,Darebin (C),189
St Brendan's School,Primary,148.01234,-37.87102,LAKES ENTRANCE,3909,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
St Martin of Tours School,Primary,145.07698,-37.73518,ROSANNA,3084,NORTH-WESTERN VICTORIA,Banyule (C),66
St Michael's School,Primary,147.17342,-36.21623,TALLANGATTA,3700,NORTH-EASTERN VICTORIA,Towong (S),667
Christ Our Holy Redeemer School,Primary,145.10575,-37.89616,OAKLEIGH EAST,3166,NORTH-EASTERN VICTORIA,Monash (C),497
Our Lady of the Nativity School,Primary,144.89658,-37.75635,ABERFELDIE,3040,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
St John's Regional College,Secondary,145.22626,-37.99023,DANDENONG,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Nagle College,Secondary,147.58766,-37.8371,BAIRNSDALE,3875,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
St Mary's School,Pri/Sec,142.77851,-34.58471,ROBINVALE,3549,NORTH-WESTERN VICTORIA,Swan Hill (RC),661
Our Lady's School,Primary,146.32114,-36.37219,WANGARATTA,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Emmaus College,Secondary,145.17411,-37.84779,VERMONT SOUTH,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Dominic's School,Primary,144.9237,-37.68506,BROADMEADOWS,3047,NORTH-WESTERN VICTORIA,Hume (C),327
St Patrick's School,Primary,144.95359,-36.25266,TONGALA,3621,NORTH-WESTERN VICTORIA,Campaspe (S),137
St Leonard's School,Primary,145.16389,-37.8868,GLEN WAVERLEY,3150,NORTH-EASTERN VICTORIA,Monash (C),497
St Scholastica's School,Primary,145.12591,-37.85165,BENNETTSWOOD,3125,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Christopher's School,Primary,145.1502,-37.8711,GLEN WAVERLEY,3150,NORTH-EASTERN VICTORIA,Monash (C),497
St John Vianney's School,Primary,145.09249,-37.99047,PARKDALE EAST,3195,SOUTH-EASTERN VICTORIA,Kingston (C),343
Ss Peter & Paul's School,Primary,145.1534,-37.79055,DONCASTER EAST,3109,NORTH-EASTERN VICTORIA,Manningham (C),421
St Mary of the Angels College,Secondary,145.20875,-36.05766,NATHALIA,3638,NORTH-EASTERN VICTORIA,Moira (S),490
Holy Family School,Primary,145.23863,-37.9905,DOVETON,3177,SOUTH-EASTERN VICTORIA,Casey (C),161
Aquinas College,Secondary,145.23494,-37.82306,RINGWOOD,3134,NORTH-EASTERN VICTORIA,Maroondah (C),441
St Matthew's School,Primary,144.96795,-37.69816,FAWKNER NORTH,3060,NORTH-WESTERN VICTORIA,Merri-bek (C),525
St John Vianney's School,Primary,145.15956,-37.93272,MULGRAVE,3170,NORTH-EASTERN VICTORIA,Monash (C),497
St Luke's School,Primary,145.01883,-37.67237,LALOR,3075,NORTH-WESTERN VICTORIA,Whittlesea (C),707
St Francis de Sales School,Primary,144.92108,-37.71885,OAK PARK,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
St Thomas More's School,Primary,145.35268,-37.90841,BELGRAVE,3160,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
St Pius X School,Primary,142.46583,-38.36492,WARRNAMBOOL WEST,3280,SOUTH-WESTERN VICTORIA,Warrnambool (C),673
St Christopher's School,Primary,144.88025,-37.72501,AIRPORT WEST,3042,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Sacred Heart School,Primary,143.57855,-38.35316,ELIMINYT,3250,SOUTH-WESTERN VICTORIA,Colac-Otway (S),175
Sacred Heart School,Primary,145.15878,-37.67215,DIAMOND CREEK,3089,NORTH-WESTERN VICTORIA,Nillumbik (S),571
St Michael's School,Primary,145.35357,-38.03382,BERWICK,3806,SOUTH-EASTERN VICTORIA,Casey (C),161
Ave Maria College,Secondary,144.89796,-37.75662,ABERFELDIE,3040,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Our Lady of the Way School,Primary,145.03552,-37.71526,KINGSBURY,3083,NORTH-WESTERN VICTORIA,Darebin (C),189
St Luke the Evangelist School,Primary,145.14671,-37.83555,BLACKBURN SOUTH,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Bernard's School,Primary,146.3056,-36.34656,WANGARATTA,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Our Lady Help of Christians School,Primary,142.47365,-36.62268,MURTOA,3390,SOUTH-WESTERN VICTORIA,Yarriambiack (S),763
Marian College,Secondary,144.80613,-37.78773,SUNSHINE WEST,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Mount St Joseph Girls' College,Secondary,144.81167,-37.8639,ALTONA,3018,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Our Lady Help of Christians School,Primary,143.82561,-37.52544,WENDOUREE,3355,SOUTH-WESTERN VICTORIA,Ballarat (C),57
St Clement of Rome School,Primary,145.09033,-37.7673,BULLEEN,3105,NORTH-EASTERN VICTORIA,Manningham (C),421
St Joseph's Primary School,Primary,145.27481,-37.86271,BORONIA,3155,NORTH-EASTERN VICTORIA,Knox (C),367
Sacred Heart School,Primary,147.89919,-36.19824,CORRYONG,3707,NORTH-EASTERN VICTORIA,Towong (S),667
Mater Christi College,Secondary,145.35889,-37.91064,BELGRAVE,3160,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Our Lady of Lourdes School,Primary,145.26576,-37.84898,BAYSWATER,3153,NORTH-EASTERN VICTORIA,Knox (C),367
St Joseph's College,Secondary,145.29509,-37.89049,FERNTREE GULLY,3156,NORTH-EASTERN VICTORIA,Knox (C),367
Annunciation School,Primary,144.84796,-37.82099,BROOKLYN,3012,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
St Louis de Montfort's School,Primary,145.10226,-38.01813,ASPENDALE,3195,SOUTH-EASTERN VICTORIA,Kingston (C),343
St Thomas More's School,Primary,144.94494,-37.70729,HADFIELD,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Avila College,Secondary,145.13326,-37.87467,MOUNT WAVERLEY,3149,NORTH-EASTERN VICTORIA,Monash (C),497
St Philip's School,Primary,145.16659,-37.80764,BLACKBURN NORTH,3130,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Holy Child School,Primary,144.93198,-37.66574,DALLAS,3047,NORTH-WESTERN VICTORIA,Hume (C),327
Emmanuel College,Secondary,144.84239,-37.83162,ALTONA NORTH,3025,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
St Peter Julian Eymard,Primary,145.31752,-37.78791,MOOROOLBARK,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
St Damian's School,Primary,145.05722,-37.69849,BUNDOORA,3083,NORTH-WESTERN VICTORIA,Whittlesea (C),707
St Monica's College,Secondary,145.03141,-37.65518,EPPING,3076,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Christ the King School,Primary,144.3931,-38.16655,NEWCOMB,3219,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Mercy College,Secondary,144.96456,-37.7304,COBURG,3058,NORTH-WESTERN VICTORIA,Merri-bek (C),525
St Timothy's School,Primary,145.18365,-37.84039,VERMONT,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Mary's School,Primary,146.97239,-37.9635,MAFFRA,3860,SOUTH-EASTERN VICTORIA,Wellington (S),681
St Macartan's School,Primary,145.07046,-38.22321,MORNINGTON,3931,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
St John's School,Primary,145.1481,-38.14582,FRANKSTON EAST,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
St Mary's College for the Deaf,Special,145.24279,-37.8779,WANTIRNA SOUTH,3152,NORTH-EASTERN VICTORIA,Knox (C),367
John Paul College,Secondary,145.13887,-38.13557,FRANKSTON,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
St Anne's School,Primary,145.14095,-38.1066,SEAFORD,3198,SOUTH-EASTERN VICTORIA,Frankston (C),217
Mazenod College,Secondary,145.16614,-37.9152,MULGRAVE,3170,NORTH-EASTERN VICTORIA,Monash (C),497
St Martin de Porres School,Primary,144.86162,-37.75847,AVONDALE HEIGHTS,3034,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
St Gregory the Great School,Primary,145.12228,-37.7806,DONCASTER,3108,NORTH-EASTERN VICTORIA,Manningham (C),421
St Kevin's School,Primary,145.12287,-37.76127,TEMPLESTOWE LOWER,3107,NORTH-EASTERN VICTORIA,Manningham (C),421
St James' School,Primary,145.20969,-37.83675,VERMONT,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Good Shepherd School,Primary,145.16605,-37.90812,WHEELERS HILL,3150,NORTH-EASTERN VICTORIA,Monash (C),497
MacKillop Catholic Regional College,Secondary,144.6651,-37.9095,WERRIBEE,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
St Thomas' School,Primary,147.08331,-38.0994,SALE,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
St Leo the Great Primary School,Primary,144.85169,-37.83922,ALTONA NORTH,3025,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
St Peter's School,Primary,144.85942,-37.74424,KEILOR EAST,3033,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Our Lady Help of Christians School,Primary,142.51953,-38.38525,WARRNAMBOOL EAST,3280,SOUTH-WESTERN VICTORIA,Warrnambool (C),673
Marian College,Secondary,146.72536,-36.55334,MYRTLEFORD,3737,NORTH-EASTERN VICTORIA,Alpine (S),11
St Martin de Porres School,Primary,144.77698,-37.85378,LAVERTON,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
St Jude the Apostle School,Primary,145.22596,-37.88984,SCORESBY,3179,NORTH-EASTERN VICTORIA,Knox (C),367
St Monica's School,Primary,146.87264,-36.12675,WODONGA WEST,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
St Peter's School,Primary,144.27274,-36.74417,BENDIGO NORTH,3550,NORTH-WESTERN VICTORIA,Greater Bendigo (C),262
St Mark's School,Primary,145.12957,-37.98666,DINGLEY,3172,SOUTH-EASTERN VICTORIA,Kingston (C),343
Holy Eucharist School,Primary,144.81141,-37.75644,ST ALBANS,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Paul's Primary School,Primary,142.15603,-34.2046,MILDURA,3500,NORTH-WESTERN VICTORIA,Mildura (RC),478
St Peter Apostle School,Primary,144.69031,-37.87464,HOPPERS CROSSING,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
St John XXIII Primary School,Primary,145.0392,-37.67842,THOMASTOWN EAST,3074,NORTH-WESTERN VICTORIA,Whittlesea (C),707
School of the Good Shepherd,Primary,144.88946,-37.69303,GLADSTONE PARK,3043,NORTH-WESTERN VICTORIA,Hume (C),327
St Agatha's School,Primary,145.27885,-38.11164,CRANBOURNE,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Resurrection School,Primary,145.16293,-37.98994,KEYSBOROUGH,3173,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Dominic's School,Primary,144.58464,-37.68092,MELTON,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
St Francis Xavier School,Primary,144.35813,-38.07203,CORIO,3214,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Galen Catholic College,Secondary,146.31054,-36.33875,WANGARATTA,3677,NORTH-EASTERN VICTORIA,Wangaratta (RC),670
Holy Spirit School,Primary,145.23692,-37.79323,RINGWOOD NORTH,3134,NORTH-EASTERN VICTORIA,Maroondah (C),441
Lumen Christi School,Primary,146.41571,-38.3164,CHURCHILL,3842,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Holy Saviour Parish School,Primary,145.17504,-37.86234,VERMONT SOUTH,3133,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Clare's School,Primary,144.99772,-37.67775,THOMASTOWN WEST,3074,NORTH-WESTERN VICTORIA,Whittlesea (C),707
St Anne's School,Primary,144.71746,-37.56839,SUNBURY,3429,NORTH-WESTERN VICTORIA,Hume (C),327
Our Lady of the Pines School,Primary,145.17721,-37.77444,DONVALE,3111,NORTH-EASTERN VICTORIA,Manningham (C),421
St Jude's School,Primary,145.19111,-38.15528,LANGWARRIN,3910,SOUTH-EASTERN VICTORIA,Frankston (C),217
St Paul's Kealba Catholic School,Primary,144.81963,-37.73374,KEALBA,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Elizabeth's School,Primary,145.19888,-37.94632,DANDENONG NORTH,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Joseph the Worker School,Primary,144.99292,-37.70222,RESERVOIR NORTH,3073,NORTH-WESTERN VICTORIA,Darebin (C),189
Resurrection School,Primary,144.77539,-37.7363,KINGS PARK,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Catholic Regional College St Albans,Secondary,144.79909,-37.73889,ST ALBANS,3021,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Francis Xavier College,Secondary,145.37311,-38.052,BEACONSFIELD,3807,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Nazareth School,Primary,144.33011,-38.20252,GROVEDALE,3216,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
St Augustine's Primary School,Primary,144.82052,-37.71063,KEILOR,3036,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Anthony's School,Primary,144.5729,-37.70966,MELTON SOUTH,3338,SOUTH-WESTERN VICTORIA,Melton (C),465
St Thomas the Apostle School,Primary,145.11911,-37.68219,GREENSBOROUGH NORTH,3088,NORTH-WESTERN VICTORIA,Nillumbik (S),571
St Luke's School,Primary,145.23507,-37.85338,WANTIRNA,3152,NORTH-EASTERN VICTORIA,Knox (C),367
St Peter's School,Primary,144.81962,-37.80028,SUNSHINE WEST,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Catholic College Wodonga,Secondary,146.86239,-36.12962,WODONGA,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
Caroline Chisholm Catholic College,Secondary,144.8501,-37.78586,BRAYBROOK,3019,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
St Thomas More School,Primary,143.79995,-37.55349,ALFREDTON,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
St Mary's School,Primary,145.39586,-37.79052,MOUNT EVELYN,3796,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
St Anne's School,Primary,145.21859,-37.7733,PARK ORCHARDS,3114,NORTH-EASTERN VICTORIA,Manningham (C),421
St Gabriel's School,Primary,146.51105,-38.18765,TRARALGON WEST,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Our Lady's School,Primary,144.93137,-37.5986,CRAIGIEBURN,3064,NORTH-WESTERN VICTORIA,Hume (C),327
St Augustine's School,Primary,145.14587,-38.17205,FRANKSTON SOUTH,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
St Francis of Assisi School,Primary,145.05891,-37.66499,MILL PARK,3082,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Loyola College,Secondary,145.08073,-37.7034,WATSONIA,3087,NORTH-WESTERN VICTORIA,Banyule (C),66
St Francis Catholic College,Secondary,144.55041,-37.67725,MELTON,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
St Paul Apostle South School,Primary,145.25793,-37.98052,ENDEAVOUR HILLS,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
St Andrew's School,Primary,145.10719,-37.93489,CLAYTON SOUTH,3169,SOUTH-EASTERN VICTORIA,Kingston (C),343
St Thomas More's School,Primary,145.10114,-38.19773,MOUNT ELIZA,3930,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
St Francis' School,Primary,145.20774,-36.0586,NATHALIA,3638,NORTH-EASTERN VICTORIA,Moira (S),490
St James the Apostle School,Primary,144.68749,-37.85729,HOPPERS CROSSING NORTH,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
St Simon's School,Primary,145.24533,-37.92568,ROWVILLE,3178,NORTH-EASTERN VICTORIA,Knox (C),367
Queen of Peace Primary School,Primary,144.7917,-37.87515,ALTONA MEADOWS,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Don Bosco School,Primary,145.31501,-38.02597,NARRE WARREN,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Our Lady Star of the Sea School,Primary,144.54016,-38.26078,OCEAN GROVE,3226,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Catholic Regional College Institute of Training,Secondary,144.77101,-37.69914,SYDENHAM,3037,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Catholic Regional College North Keilor,Secondary,144.80506,-37.69994,KEILOR NORTH,3036,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Bernadette's Catholic Primary School,Primary,145.31084,-37.8539,THE BASIN,3154,NORTH-EASTERN VICTORIA,Knox (C),367
St Catherine's School,Primary,145.00324,-37.6656,LALOR WEST,3075,NORTH-WESTERN VICTORIA,Whittlesea (C),707
St Anthony's School,Primary,144.39058,-38.01519,LARA,3212,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
St Mary's School,Primary,145.11454,-37.50906,WHITTLESEA,3757,NORTH-WESTERN VICTORIA,Whittlesea (C),707
St Charles Borromeo School,Primary,145.15431,-37.76748,TEMPLESTOWE,3106,NORTH-EASTERN VICTORIA,Manningham (C),421
St Mary MacKillop Primary School,Primary,144.80435,-37.71462,KEILOR DOWNS,3038,SOUTH-WESTERN VICTORIA,Brimbank (C),118
St Catherine of Siena School,Primary,144.5502,-37.67878,MELTON WEST,3337,SOUTH-WESTERN VICTORIA,Melton (C),465
St Paul's School,Primary,145.41206,-37.868,MONBULK,3793,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Our Lady of Fatima School,Primary,144.89754,-38.37133,ROSEBUD,3939,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
St Justin's School,Primary,145.19051,-37.91781,WHEELERS HILL,3150,NORTH-EASTERN VICTORIA,Monash (C),497
St Richard's Primary School,Primary,145.32174,-37.80656,KILSYTH,3137,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Holy Trinity School,Primary,145.24291,-37.87747,WANTIRNA SOUTH,3152,NORTH-EASTERN VICTORIA,Knox (C),367
St Paul Apostle North School,Primary,145.26266,-37.96753,ENDEAVOUR HILLS,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Corpus Christi School,Primary,144.66344,-37.90995,WERRIBEE,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Nazareth College,Secondary,145.19546,-37.94023,NOBLE PARK NORTH,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
St Therese School,Primary,144.31185,-38.32112,TORQUAY,3228,SOUTH-WESTERN VICTORIA,Surf Coast (S),649
Mary MacKillop Catholic Regional College,Secondary,145.96354,-38.46673,LEONGATHA,3953,SOUTH-EASTERN VICTORIA,South Gippsland (S),617
St Joachim's School,Primary,145.17847,-38.10335,CARRUM DOWNS,3201,SOUTH-EASTERN VICTORIA,Frankston (C),217
